district_id,district_name,state,care_need,planning_priority_score,risk_score,supply_score,evidence_score,data_quality_score,relevant_claims,strong_claims,partial_claims,pincode_inferred_claims,city_fallback_claims,uncertainty_label,explanation,updated_at
district:00881afd78946aa9a840337b762e61e918b6dda99664ec3b8d3e3db963f305e8,Mon,Nagaland,maternal_emergency,67.5,48.1,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 48.1/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:eaee9b3762cd8e5114639963cbaf1c6d12ee3c08534d2333ae89472f5646ef70,Jamui,Bihar,maternal_emergency,67.5,48.3,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 48.3/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:2ec83d326ba6b71779acc08d6d326d988ab2ac780ce1ca9bb2c9ddc69e9b0087,Jamtara,Jharkhand,maternal_emergency,67.4,48.1,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 48.1/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:dd7cabae0fc5eb9cbd76924f82d7f7adc60bce1b723489b1e25c8a118c601656,Rayagada,Odisha,maternal_emergency,67.4,47.9,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 47.9/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:b288339f5161f84ad8db5a8dbf8cce47285a9323e1233b988fd60429fcc51687,Saharsa,Bihar,maternal_emergency,67.2,47.6,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 47.6/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:4abe1e732f1e6d4ac232abb96ed8bf8c273ac2d76723fa7d28f8ada2932f94cf,Chhota Udaipur,Gujarat,maternal_emergency,67.0,47.3,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 47.3/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:6bef0ea9875d9042d8b2f76bcec686e2df8daba5b80a8ab1cc6b332558b90eb0,Narmada,Gujarat,maternal_emergency,66.9,47.1,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 47.1/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:ed379b73d8b073a7615843bcdc81d9e9ef6f323723ba5b376e8da06c53009880,Narayanpur,Chhattisgarh,maternal_emergency,66.9,47.2,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 47.2/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:4228b9511e5f531435e3eb255edf714f54091f6981954829093594ae4a5ad0ee,Purnia,Bihar,maternal_emergency,66.8,46.9,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 46.9/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:6d57be19e71f8558742b2a4945a4b9b6fa5358a45353e4419c00517a96c55cbc,Uttar Dinajpur,West Bengal,maternal_emergency,66.7,46.8,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 46.8/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:7cf16156f85192622a39b56503ec38016e6622df1f734ed64c2e765149762fd6,Zunheboto,Nagaland,maternal_emergency,66.7,46.7,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 46.7/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:ac3c8722c8192dde3bdfe8b0c7edd18383c97716cb63decdfed8a2adbcc5227f,The Dangs,Gujarat,maternal_emergency,66.7,46.8,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 46.8/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:5f7513e57a507c0aaba497c303822cc7b705fe7ab2e7ed6215e48d6bd84e87dc,Lakhisarai,Bihar,maternal_emergency,66.6,46.5,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 46.5/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:ad7e77701d3e16571f1d21944b6caabc5109bbbb0e1b4febf31fd0533b06f16f,Nawada,Bihar,maternal_emergency,66.6,46.6,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 46.6/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:f742891644660f59429c77c6ea02b3282dbf91019eb5784e7c242f647196d758,Sukma,Chhattisgarh,maternal_emergency,66.5,46.3,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 46.3/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:8fdbc210743f3971d2481e557caef9f9c5ff322b3e96873c3c0d0dc13746f52d,Kodagaon,Chhattisgarh,maternal_emergency,66.4,46.2,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 46.2/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:4725aa530ff7922b771a8d8ed206d3594d983b2385956deea12be3be71b0611f,Dohad,Gujarat,maternal_emergency,66.3,46.0,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 46.0/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:25e076761de5c5d169708422e6b575ab13ee02f0a8ec4b3030bcb0f044c1a6cb,Madhepura,Bihar,maternal_emergency,66.1,45.7,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 45.7/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:e766f091275fef2db574bb6e73c3d31179030629a358585b7a74139861ad52db,Simdega,Jharkhand,maternal_emergency,66.1,45.7,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 45.7/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:ccd05623576ce560cb554e65e4328f979d6d40bda06e7b9d3fb7c2651f4878fb,Darbhanga,Bihar,maternal_emergency,66.0,45.4,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 45.4/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:893762cba27fef7d898c1824a164b2783b02d9ae536ba42eefecf1d55e9b373b,Bhagalpur,Bihar,maternal_emergency,65.9,45.3,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 45.3/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:21b7205491798c794ff73e09c36711fa0e92f209d0fa84ddc1755423759f8e5e,Farrukhabad,Uttar Pradesh,maternal_emergency,65.8,45.1,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 45.1/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:c8bb8f03d1ecb2bceaec621e60634151eb934d5f387f24a4ce86d0b0cf39a0e2,Godda,Jharkhand,maternal_emergency,65.8,45.2,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 45.2/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:071a841e6de8e732fd8693827c2f6f705e211eb6cc6f150fb3e26bbf63d856e8,Budaun,Uttar Pradesh,maternal_emergency,65.7,44.9,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.9/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:24b2183bb1a8902f973696e1d42fec789d7a3a0674162deeb1f103feaf62f342,Khunti,Jharkhand,maternal_emergency,65.7,44.9,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.9/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:4ac7fd466d595961766397066094a65c46af6f22160edab22b04479cea4d6a40,Kargil,Ladakh,maternal_emergency,65.7,44.9,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.9/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:7197d911b04afb720ec74978c09ce43fa42de8989dc90e7052306e94636e887d,Kanshiram Nagar,Uttar Pradesh,maternal_emergency,65.7,45.0,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 45.0/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:0d2baee56dcc266e4554fcd7d1abd16fcc2b9fcdeb53d6ae7fdaccb66a5ca6a8,Nandurbar,Maharastra,maternal_emergency,65.5,44.6,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.6/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:32e2a5423f220bba27cafd43c6e1bfb4a10528ed7b3c4618014492602d702b26,Kiphire,Nagaland,maternal_emergency,65.5,44.5,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.5/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:3b71de5ee255fb5d85a8d768de7e65e85d311322ec2beb8537f4f81c068c734b,Latehar,Jharkhand,maternal_emergency,65.5,44.5,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.5/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:f14d26f42be6b1019710aabae2d761bacd1c17c4a7118a5abb5c79338a6bf279,Sheikhpura,Bihar,maternal_emergency,65.5,44.6,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.6/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:6c6c9199fbb579ad4e69b40476d9e32a4b0d3bf57f49944ae7e167e25440a0de,Bahraich,Uttar Pradesh,maternal_emergency,65.4,44.4,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.4/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:7731e37c535dc5ef61306b06630386573e32dd8bec568a5ef612899302586710,Nalanda,Bihar,maternal_emergency,65.4,44.4,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.4/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:e68c71465a3bab368f7a206e3ea82ddf02d36cf06483656608c8aa2b147e9c3e,Gajapati,Odisha,maternal_emergency,65.4,44.4,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.4/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:fe2df11b405b620ff9da688aacfea99a19548ab91d8f3372d99981b3d4d9d3d0,Arwal,Bihar,maternal_emergency,65.4,44.4,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.4/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:0305276a0517c201460b8dbe2606852ee28b752a22acc2d3ed36fd311caf961a,North Garo Hills,Meghalaya,maternal_emergency,65.3,44.2,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.2/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:23192807b33a26825f4a409648039108aeb88be6788420bd7d538e2aef10764d,Fatehpur,Uttar Pradesh,maternal_emergency,65.3,44.2,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.2/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:72909ddec22fee5890dffa784498cd9a7347c04c4363bb63c3aaee770df22f63,Bongaigaon,Assam,maternal_emergency,65.3,44.1,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.1/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:a243513f50bb49fdb004ba56464aa5124d905c19b7eff382c6b37716e0fc25f8,Banka,Bihar,maternal_emergency,65.3,44.3,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.3/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:11a562d2f20f88e085110a16741005f1ebb86de896c03b4216c03093769f17bd,Aravali,Gujarat,maternal_emergency,65.2,44.1,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 44.1/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:7060e7c822fd3a6f001f871024f075b8357fb05cd8268b1b61b97d270c3035c1,Kannauj,Uttar Pradesh,maternal_emergency,65.2,43.9,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 43.9/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:7c9b1111cdfc1a55e95a186d953ab6c2bff1c81bd7ad27e140164be7cd30707f,Deoghar,Jharkhand,maternal_emergency,65.2,50.2,6.4,5.4,100.0,1,0,1,1,0,partial,"Medium planning priority: health-risk signal is 50.2/100, claimed supply signal is 6.4/100, and evidence strength is 5.4/100. Found 1 relevant claimed capabilities (0 strong, 1 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:112d03f07c46fb7b1110e577ec9942573afdaef5d31129a032109dc9bebc8678,Dantewada,Chhattisgarh,maternal_emergency,65.0,43.7,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 43.7/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:705cd6bea823306a56e88e54f8e064a1a067814c87d25b1bb25967e8222d0ac7,Madhubani,Bihar,maternal_emergency,65.0,43.7,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 43.7/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:cb3432c8771c49a9fb96cc946d6d6f86fc182fee2b485c17afe5642b7bf0a083,Tuensang,Nagaland,maternal_emergency,65.0,43.7,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 43.7/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:e575a87a55dfbe9ec929e0998f9acb458ca647334d3e74b4db737fa7fd80782e,Kaimur (Bhabua),Bihar,maternal_emergency,65.0,43.7,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 43.7/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:7bed09aee185afe6e24aafbcb74bf166944f37552606c2b15bac4c5c945c98e4,Mewat,Haryana,maternal_emergency,64.9,43.5,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 43.5/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
